,Base,C1'-C2',C1'-C2'-C3',C1'-C2'-O2',C1'-N1-C2/C1'-N9-C4,C1'-N1-C6/C1'-N9-C8,C1'-N1/C1'-N9,C1'-O4',C1'-O4'-C4',C2'-C1'-O4',C2'-C3',C2'-C3'-C4',C2'-C3'-O3',C2'-O2',C2-N1-C6/C4-N9-C8,C3'-C2'-O2',C3'-C4',C3'-C4'-C5',C3'-C4'-O4',C3'-O3',C4'-C3'-O3',C4'-C5',C4'-C5'-O5',C4'-O4',C5'-C4'-O4',C5'-O5',Chi,Chi_sign,Chi_syn,Conformation,Gamma,Gamma_clinical,Gamma_sign,Gamma_syn,N1-C1'-C2'/N9-C1'-C2',N1-C1'-O4'/N9-C1'-O4',N1-C2/N9-C4,N1-C6/N9-C8,Sugar,T1233,T1445,T144_N,T221_N,T2233,T2345,T321_N,T3345,T3455,T4122,T4322,T4433,T4455,TAU_0,TAU_1,TAU_2,TAU_3,TAU_4,TCHI,T_max,Temperature,Theta,absChi,absChiDiff90,absGamma,absGammaDiff90
XUQJUP_68,purine,1.51827,102.583,,125.615,127.38,1.46133,1.41757,109.854,105.868,1.52277,103.005,111.688,,106.121,,1.53033,114.509,106.753,1.42748,109.597,1.51455,113.784,1.44651,109.315,1.42421,syn,+,syn,C2'-endo,gauche+,C,+,S,115.547,107.173,1.38459,1.38197,deoxyribose,85.7221,125.888,-146.211,,,-101.529,152.319,139.469,49.5126,,,-99.408,-70.1886,-22.356,33.8891,-31.814,19.5935,1.51585,53.6668,34.902105915062734,120.0,159.11479322227484,53.6668,36.3332,49.5126,40.4874
XUQKAW_69,purine,1.51621,101.047,,125.968,127.873,1.45294,1.42834,108.707,105.312,1.5215,101.474,111.324,,106.047,,1.53275,113.163,106.027,1.42315,107.671,1.51302,111.592,1.45905,108.526,1.42129,anti,-,anti,C2'-endo,trans,P,+,A,116.144,108.012,1.37257,1.37143,deoxyribose,74.7508,118.63,-147.325,,,-91.5613,158.633,151.431,175.801,,,-89.7227,58.4096,-22.6153,39.1912,-39.5643,27.2848,-3.2324,-116.105,41.78989649135813,120.0,165.91072958877655,116.105,26.105000000000004,175.801,85.80099999999999
ZUWNUA_71,purine,1.50875,103.641,,129.996,123.693,1.44676,1.40374,105.991,105.932,1.52149,104.262,109.871,,105.5,,1.53721,116.33,106.002,1.42314,111.349,1.49765,108.51,1.45064,107.229,1.40081,syn,+,syn,Other,gauche+,C,+,S,115.188,108.245,1.39015,1.34946,deoxyribose,106.739,155.196,-163.245,,,-128.694,151.558,112.888,57.7821,,,-128.052,-60.6101,-39.181,31.9513,-12.6856,-9.63395,30.3039,67.0427,38.60850964242172,295.0,110.29823989849686,67.0427,22.957300000000004,57.7821,32.2179
QIKFAU_72,purine,1.51083,101.059,,130.33,123.035,1.43075,1.43985,105.556,102.937,1.52886,103.303,110.278,,106.198,,1.53385,112.194,107.067,1.45148,106.959,1.50654,113.075,1.42669,109.678,1.42983,anti,+,anti,Other,trans,P,+,A,117.73,110.877,1.38842,1.40449,deoxyribose,86.6712,146.888,-169.845,,,-117.728,165.467,125.885,177.788,,,-113.738,58.9373,-43.0762,43.2008,-27.3386,2.64832,24.9196,91.9697,45.14659078361325,293.0,128.35807227751653,91.9697,1.9697000000000031,177.788,87.78800000000001
AKUZEM_3,pyrimidine,1.52186,103.799,,119.207,119.562,1.46644,1.424,111.102,106.31,1.51951,104.135,108.188,,121.212,,1.52753,113.347,106.635,1.4546,111.229,1.51477,109.233,1.43911,110.21,1.43034,anti,-,anti,C2'-endo,gauche+,C,+,S,114.538,106.97,1.37768,1.38414,deoxyribose,91.1302,121.503,-138.561,,,-102.799,144.709,140.897,53.1165,,,-97.6588,-66.3,-15.7613,26.8112,-27.2798,18.6458,-1.91361,-133.094,28.72081468396366,180.0,165.50688769760953,133.094,43.093999999999994,53.1165,36.8835
BEBXEL_4,pyrimidine,1.50378,101.449,,114.263,122.589,1.49224,1.39337,109.841,107.289,1.50829,101.631,116.388,,123.11,,1.51188,116.3,104.001,1.41315,114.989,1.50325,108.674,1.44961,110.602,1.41788,anti,-,anti,C3'-endo,gauche+,C,+,S,110.882,109.953,1.37204,1.37939,deoxyribose,164.332,142.96,-112.961,,,-156.785,90.5984,76.591,54.0547,,,-161.555,-64.246,7.71237,-29.4857,38.6285,-34.9316,17.3992,-166.637,39.71288999583783,295.0,7.182770882207817,166.637,76.637,54.0547,35.9453
BIXNIG_5,pyrimidine,1.50506,102.107,,117.66,120.137,1.48072,1.40767,109.664,106.552,1.5069,103.519,109.726,,122.149,,1.49864,116.897,106.553,1.41192,110.621,1.50589,110.867,1.43726,108.902,1.42135,anti,-,anti,C2'-endo,gauche+,C,+,S,114.005,107.298,1.40518,1.35995,deoxyribose,85.2141,122.931,-140.027,,,-98.4081,149.65,144.116,48.1625,,,-93.898,-72.5918,-17.5424,31.4898,-32.8857,23.5782,-3.98282,-153.782,34.359776848343735,298.0,168.2135243240315,153.782,63.78200000000001,48.1625,41.8375
BIXNOM_6,pyrimidine,1.52741,102.536,,117.332,119.366,1.49829,1.41147,110.834,106.214,1.52867,102.815,110.215,,123.242,,1.5279,116.703,105.956,1.42417,109.771,1.52142,110.613,1.45296,109.61,1.44282,anti,-,anti,C2'-endo,gauche+,C,+,S,113.71,107.14,1.41337,1.36339,deoxyribose,83.7439,120.852,-137.687,,,-97.5211,148.36,145.199,48.2218,,,-92.4874,-72.1684,-15.823,30.7841,-33.2208,24.7927,-5.87635,-154.889,34.350277242836434,173.0,171.30549745951717,154.889,64.88900000000001,48.2218,41.7782
BOXGIE_7,pyrimidine,1.5078,103.856,,120.609,119.205,1.48668,1.43521,110.663,106.648,1.51633,103.023,113.879,,119.903,,1.52441,110.108,105.925,1.43814,107.776,1.51574,108.964,1.43058,111.928,1.44027,anti,-,anti,C2'-endo,trans,P,+,A,113.847,107.886,1.3825,1.37188,deoxyribose,85.393,106.742,-129.472,,,-93.6295,142.846,145.675,178.002,,,-93.1255,60.4624,-6.79463,23.9865,-31.0351,27.5701,-13.2753,-103.754,31.75167024244857,295.0,185.98003243803507,103.754,13.754000000000005,178.002,88.00200000000001
CASKAI_9,pyrimidine,1.51183,101.806,,117.57,121.569,1.46814,1.41608,110.158,106.429,1.52428,102.017,112.024,,120.847,,1.51106,115.053,104.332,1.41859,107.198,1.49926,108.433,1.45978,109.695,1.41165,anti,-,anti,C2'-endo,trans,P,+,A,113.584,108.694,1.3834,1.37117,deoxyribose,75.9405,108.177,-131.997,,,-86.7118,149.513,155.434,172.031,,,-84.3425,54.8036,-9.30567,29.9533,-38.4022,33.5116,-15.5787,-141.765,39.107467413841476,295.0,184.72734508587556,141.765,51.764999999999986,172.031,82.031
CASKAI_10,pyrimidine,1.52875,101.126,,117.857,119.956,1.46861,1.42683,109.207,105.309,1.51887,101.343,111.291,,121.957,,1.51778,113.815,106.316,1.42897,108.473,1.47539,112.182,1.44656,110.736,1.4184,anti,-,anti,C2'-endo,trans,P,+,A,113.04,109.039,1.37555,1.34334,deoxyribose,75.5597,115.762,-139.079,,,-91.6414,154.937,151.135,178.253,,,-86.6935,58.5533,-17.4966,35.9937,-39.5922,30.5302,-8.34141,-129.642,40.83744830302314,295.0,173.29597114054917,129.642,39.641999999999996,178.253,88.25299999999999
CECYIU_11,pyrimidine,1.52151,101.462,,118.727,120.215,1.47737,1.41042,109.746,106.369,1.52695,102.687,111.941,,120.778,,1.52869,115.302,106.284,1.42441,107.614,1.51304,112.238,1.45022,108.157,1.42826,anti,-,anti,C2'-endo,gauche+,C,+,S,112.162,108.293,1.39321,1.35747,deoxyribose,80.5455,122.279,-141.542,,,-96.1639,153.001,145.586,55.5193,,,-94.6002,-63.2596,-20.7989,34.7792,-34.6111,23.6498,-2.07938,-149.171,36.88891022626028,130.0,164.69352948930367,149.171,59.17099999999999,55.5193,34.4807
CECYIU_12,pyrimidine,1.52455,103.434,,116.833,122.194,1.48688,1.41212,110.77,107.123,1.52392,102.398,113.336,,120.754,,1.53171,115.356,105.316,1.42743,111.043,1.5092,109.43,1.45167,110.642,1.42053,anti,-,anti,C2'-endo,gauche+,C,+,S,113.603,108.519,1.397,1.35581,deoxyribose,87.4359,109.565,-128.274,,,-92.5211,143.844,146.204,51.6674,,,-91.5029,-67.7303,-5.24695,24.0218,-32.2496,29.772,-15.719,-151.388,33.32929199910061,130.0,189.2122443580406,151.388,61.388000000000005,51.6674,38.3326
CITMOH01_14,pyrimidine,1.53924,102.779,,118.113,121.04,1.48275,1.39152,111.511,106.749,1.52599,101.912,109.006,,120.847,,1.52199,113.827,104.673,1.42043,111.719,1.51153,111.207,1.44062,111.99,1.42708,anti,-,anti,C2'-endo,trans,P,+,A,112.24,110.29,1.39256,1.35678,deoxyribose,85.079,103.066,-123.172,,,-89.3361,143.005,154.413,170.893,,,-82.987,52.4051,-0.986549,22.0544,-33.1286,33.2638,-20.7204,-165.237,35.32340758329834,200.0,196.68668693813174,165.237,75.237,170.893,80.893
CITMOH01_15,pyrimidine,1.54012,101.399,,119.073,118.74,1.4731,1.4161,110.286,104.967,1.54127,102.453,107.408,,122.009,,1.54358,112.925,106.78,1.43254,111.901,1.50787,110.643,1.44103,109.98,1.43763,anti,-,anti,C2'-endo,gauche+,C,+,S,113.652,106.908,1.40684,1.3561,deoxyribose,84.6191,126.993,-147.222,,,-101.627,153.575,143.602,42.312,,,-95.3992,-76.8507,-26.2054,37.1052,-33.3872,19.3717,4.13655,-127.579,37.78116174509529,200.0,155.4257036232136,127.579,37.57899999999999,42.312,47.688
COKBIP_16,pyrimidine,1.52187,101.421,,118.382,120.408,1.459,1.41631,110.583,105.809,1.5168,103.647,106.827,,120.977,,1.53409,115.051,105.48,1.4482,109.26,1.52002,112.616,1.43942,109.099,1.41966,anti,-,anti,C2'-endo,gauche+,C,+,S,115.46,107.263,1.38266,1.38576,deoxyribose,81.3898,123.533,-145.366,,,-97.8989,152.963,148.498,39.287,,,-91.222,-78.9831,-21.5969,34.5116,-33.9548,22.381,-0.5825,-124.534,36.388390698587855,90.0,162.658048870494,124.534,34.534000000000006,39.287,50.713
CUKHEW_17,pyrimidine,1.5172,99.7518,,118.142,119.709,1.47307,1.41952,109.116,105.685,1.51254,102.031,107.162,,121.994,,1.52293,116.878,105.103,1.43193,110.047,1.5162,113.366,1.44622,109.69,1.41657,anti,-,anti,C2'-endo,gauche+,C,+,S,115.171,107.2,1.37619,1.37349,deoxyribose,74.5734,120.108,-143.841,,,-91.4645,156.713,155.024,62.5933,,,-83.1032,-56.8543,-20.5169,38.592,-41.0616,30.408,-6.32805,-134.034,42.704109246878254,130.0,170.12743713577515,134.034,44.03399999999999,62.5933,27.4067
CUKHEW_18,pyrimidine,1.52454,101.959,,116.317,122.237,1.48578,1.40981,110.392,106.552,1.51573,102.99,108.099,,121.443,,1.53267,114.61,105.169,1.42636,111.085,1.50846,110.501,1.45815,110.605,1.4235,anti,-,anti,C2'-endo,gauche+,C,+,S,113.604,107.736,1.38401,1.36512,deoxyribose,82.5181,117.17,-137.954,,,-94.873,150.468,149.619,50.058,,,-88.6975,-68.6067,-15.7031,31.9983,-35.1155,26.8107,-7.08497,-162.805,36.1747109983423,130.0,172.8569643838888,162.805,72.805,50.058,39.942
DEJSAM_20,pyrimidine,1.50907,103.117,,119.153,119.59,1.47023,1.42381,110.48,106.387,1.51307,104.632,107.887,,121.219,,1.52032,113.914,106.22,1.45843,109.063,1.52576,111.444,1.44084,109.165,1.42315,anti,-,anti,C2'-endo,gauche+,C,+,S,113.971,107.275,1.37792,1.38546,deoxyribose,87.5646,123.769,-141.367,,,-102.245,147.401,142.537,55.8061,,,-97.2635,-62.7235,-19.028,29.3994,-28.4728,17.9548,0.536119,-128.542,30.718516047675504,295.0,160.73851593707303,128.542,38.542,55.8061,34.1939
DINYII10_22,pyrimidine,1.50802,102.441,,118.157,120.128,1.42405,1.41591,111.444,105.194,1.51391,103.513,110.813,,121.2,,1.53825,112.783,105.593,1.43261,107.79,1.51279,109.911,1.41833,109.821,1.44555,anti,-,anti,C2'-endo,gauche+,C,+,S,112.263,108.87,1.40352,1.37738,deoxyribose,83.7375,124.099,-143.335,,,-100.932,151.852,141.623,44.5589,,,-98.4405,-72.9123,-22.8242,33.6024,-31.5731,19.0049,2.23164,-129.296,34.71049757480177,295.0,158.0692286856883,129.296,39.29599999999999,44.5589,45.4411
DOCYPO_24,pyrimidine,1.52838,103.72,,116.353,121.834,1.51021,1.40544,109.651,108.059,1.52144,103.362,108.5,,121.271,,1.51099,116.141,104.731,1.44297,110.363,1.50516,109.942,1.45353,111.404,1.44865,anti,-,anti,C2'-endo,gauche+,C,+,S,113.548,107.721,1.37246,1.36451,deoxyribose,90.1934,100.144,-114.36,,,-90.7489,131.508,153.4,56.4203,,,-83.2753,-63.3563,8.68779,12.0794,-26.9757,32.5758,-26.1807,-177.833,32.832304601004175,295.0,213.42133057309675,177.833,87.833,56.4203,33.5797
DOCYPO03_27,pyrimidine,1.53484,103.59,,116.6,121.67,1.50371,1.40206,110.206,107.862,1.52729,103.095,108.621,,121.273,,1.51911,115.381,104.544,1.43947,110.09,1.51125,110.021,1.44775,111.674,1.43764,anti,-,anti,C2'-endo,gauche+,C,+,S,113.102,108.31,1.37076,1.36451,deoxyribose,89.7723,98.6857,-113.577,,,-90.1951,131.709,154.073,57.0506,,,-82.8747,-62.1356,9.16551,11.9523,-27.0056,32.857,-26.7386,-178.035,33.16410998625389,123.0,214.0595998550164,178.035,88.035,57.0506,32.9494
DOCYPO04_28,pyrimidine,1.53711,103.7,,116.701,121.643,1.50121,1.40347,110.512,107.62,1.52753,102.951,108.685,,121.208,,1.52459,115.193,104.531,1.43563,109.991,1.51348,110.06,1.44151,111.819,1.43562,anti,-,anti,C2'-endo,gauche+,C,+,S,113.242,108.461,1.37061,1.36319,deoxyribose,89.7825,98.3898,-113.452,,,-90.2923,131.678,154.02,57.1876,,,-82.8698,-61.9564,9.40392,11.8116,-26.8385,32.8175,-26.8802,-178.136,33.14550720141119,123.0,214.43345320984605,178.136,88.136,57.1876,32.8124
DOCYTC_29,pyrimidine,1.50799,101.905,,116.138,122.101,1.50784,1.40414,110.037,107.208,1.52044,102.202,116.268,,121.312,,1.51673,116.101,104.543,1.41521,113.963,1.51421,112.072,1.45987,109.279,1.42185,anti,-,anti,C3'-endo,gauche+,C,+,S,112.337,108.17,1.38202,1.36896,deoxyribose,161.648,139.129,-111.553,,,-152.313,89.1824,81.4139,46.2418,,,-158.127,-71.6369,9.80526,-29.5148,36.8893,-31.8539,14.2208,-172.498,37.65091419298976,295.0,3.39510264670766,172.498,82.49799999999999,46.2418,43.7582
DONBUD_30,pyrimidine,1.52511,102.447,,116.385,122.295,1.49267,1.40814,110.406,106.975,1.52237,101.524,110.729,,121.253,,1.52654,116.595,104.845,1.40943,113.961,1.51288,113.629,1.44349,109.651,1.41533,anti,-,anti,C3'-endo,gauche+,C,+,S,111.525,108.957,1.38874,1.36054,deoxyribose,157.013,144.891,-116.379,,,-155.443,93.343,85.4854,49.4023,,,-153.065,-69.4794,4.31557,-25.7029,35.6591,-33.9933,18.9877,-160.17,37.23175287981412,295.0,11.669629006629584,160.17,70.16999999999999,49.4023,40.5977
DOURID_31,pyrimidine,1.53929,101.4,,117.263,121.527,1.4505,1.42034,110.45,104.647,1.52104,102.018,107.921,,121.21,,1.50464,113.607,106.565,1.41662,110.692,1.52427,108.112,1.43324,107.046,1.41803,anti,-,anti,C2'-endo,gauche-,C,-,S,113.461,108.927,1.38523,1.37444,deoxyribose,79.1184,114.288,-138.479,,,-88.7961,152.552,156.578,-69.1864,,,-85.7919,173.463,-16.8352,33.9389,-37.5304,28.834,-7.59557,-153.647,38.63452203030155,295.0,172.98978841389314,153.647,63.64699999999999,69.1864,20.813599999999994
DOURID_32,pyrimidine,1.49911,102.508,,116.623,121.322,1.50003,1.39862,109.567,107.471,1.54312,100.134,106.805,,121.862,,1.52544,112.884,107.046,1.42159,108.458,1.53452,108.651,1.43852,107.705,1.39234,anti,-,anti,C2'-endo,gauche-,C,-,S,113.823,107.969,1.3589,1.35577,deoxyribose,77.6475,110.781,-136.216,,,-89.4646,150.561,158.863,-74.4267,,,-82.7986,167.621,-13.0381,31.0549,-35.3041,28.8735,-10.8761,-156.539,36.49527354855655,295.0,177.9030958178506,156.539,66.53899999999999,74.4267,15.573300000000003
DOXPOV_33,pyrimidine,1.51139,104.022,,119.093,119.98,1.47791,1.40043,109.883,105.491,1.50922,104.363,109.035,,120.825,,1.52366,115.921,106.888,1.4244,111.615,1.49933,112.792,1.43016,107.801,1.41457,anti,-,anti,Other,gauche+,C,+,S,113.405,107.187,1.38545,1.36788,deoxyribose,98.2482,140.179,-149.844,,,-115.193,147.661,127.188,46.2315,,,-112.629,-73.4566,-28.6998,30.6545,-21.131,4.99021,14.9198,-143.013,31.344913628827456,295.0,133.78836173777722,143.013,53.013000000000005,46.2315,43.7685
DUHHUJ_34,pyrimidine,1.5119,101.391,,117.284,120.89,1.46508,1.42818,108.633,105.491,1.50698,103.169,106.685,,121.198,,1.52602,115.096,106.145,1.43637,111.637,1.50344,110.959,1.45237,108.729,1.40785,anti,-,anti,C2'-endo,gauche+,C,+,S,114.743,108.412,1.39104,1.36747,deoxyribose,81.8094,125.782,-148.149,,,-98.0064,157.204,147.787,55.7916,,,-91.9015,-63.091,-24.7801,37.954,-35.9298,22.305,1.42196,-135.689,39.21091604467595,295.0,159.6322254036039,135.689,45.68899999999999,55.7916,34.2084
DXCYTD_36,pyrimidine,1.53681,102.057,,118.196,121.448,1.48883,1.41969,111.409,106.153,1.5337,103.09,114.364,,120.269,,1.51096,116.909,103.672,1.4203,110.078,1.50238,114.322,1.45956,109.918,1.41754,anti,-,anti,C3'-endo,gauche+,C,+,S,112.538,107.755,1.37935,1.36365,deoxyribose,155.183,145.326,-117.461,,,-155.266,93.2474,82.3271,56.666,,,-156.566,-61.0978,3.31946,-24.3931,35.6968,-34.1594,19.6252,-158.831,37.050839930974,295.0,13.2614388603548,158.831,68.83099999999999,56.666,33.334
DXCYTD_37,pyrimidine,1.54123,100.894,,118.375,120.806,1.47065,1.43172,110.293,104.763,1.52898,103.137,110.06,,120.792,,1.51234,115.931,105.731,1.43927,107.417,1.51742,113.014,1.45516,110.434,1.42836,anti,-,anti,C2'-endo,gauche+,C,+,S,114.442,108.11,1.41145,1.36109,deoxyribose,76.7184,121.401,-142.027,,,-95.5476,153.563,148.197,62.3936,,,-89.1006,-57.7971,-19.5892,35.3425,-37.6409,27.1549,-4.73861,-137.73,39.03006926679002,295.0,168.80966689209782,137.73,47.72999999999999,62.3936,27.6064
DXCYTD01_39,pyrimidine,1.51121,102.768,,116.12,123.608,1.4804,1.42623,110.441,106.04,1.52811,102.106,107.458,,120.204,,1.51428,115.827,105.155,1.42731,112.063,1.50328,108.659,1.45448,108.067,1.42678,anti,-,anti,C2'-endo,gauche-,C,-,S,113.089,107.746,1.39936,1.35848,deoxyribose,81.7352,110.723,-131.353,,,-88.3371,146.932,156.953,-75.653,,,-83.8337,166.74,-9.99169,29.0716,-36.3112,30.8759,-13.5485,-170.328,36.87648066824084,295.0,182.76251070442981,170.328,80.328,75.653,14.346999999999994
DXCYTD01_40,pyrimidine,1.50951,101.452,,119.326,120.643,1.4878,1.42444,109.395,105.695,1.51528,102.241,108.566,,119.998,,1.53305,114.421,105.254,1.42111,111.792,1.51303,110.272,1.45891,107.69,1.42739,anti,-,anti,C2'-endo,gauche-,C,-,S,113.948,107.074,1.39082,1.3631,deoxyribose,79.8972,118.16,-142.431,,,-90.959,154.321,153.089,-72.2934,,,-88.8951,171.085,-20.6035,37.0303,-38.3713,27.0574,-4.30434,-143.051,40.08788600002585,295.0,167.69209984049073,143.051,53.05099999999999,72.2934,17.706599999999995
EHUFEU_41,pyrimidine,1.52801,100.737,,116.753,121.328,1.46887,1.39574,108.254,104.847,1.53347,103.205,108.477,,121.718,,1.54184,112.954,106.484,1.43195,110.733,1.51274,108.986,1.44521,109.043,1.41487,anti,-,anti,Other,trans,P,-,A,113.05,109.006,1.36647,1.38474,deoxyribose,87.8566,138.286,-157.465,,,-109.549,159.481,134.545,-175.608,,,-105.796,66.217,-36.1515,40.865,-29.6466,10.1104,16.1198,-167.831,41.05861200183152,100.0,138.6679097514256,167.831,77.83099999999999,175.608,85.608
EHUFEU_42,pyrimidine,1.51246,100.175,,117.527,120.54,1.47171,1.42366,109.071,105.886,1.51034,102.814,107.532,,121.826,,1.52879,115.89,105.77,1.42592,109.581,1.49968,109.505,1.43402,110.615,1.42262,anti,-,anti,C2'-endo,gauche+,C,+,S,114.913,107.513,1.36711,1.38717,deoxyribose,77.6873,124.296,-146.324,,,-97.1016,156.591,148.769,51.2836,,,-88.2926,-69.0699,-23.0206,38.0909,-37.9257,25.8368,-1.93131,-143.996,40.439723314564745,100.0,164.3574669458186,143.996,53.99600000000001,51.2836,38.7164
ETYXUR_44,pyrimidine,1.50525,100.496,,115.278,123.1,1.47861,1.42378,108.221,105.045,1.52753,102.236,111.787,,121.497,,1.53136,115.51,105.907,1.42081,106.699,1.50642,109.966,1.46183,108.929,1.42756,anti,-,anti,C2'-endo,trans,P,-,A,114.909,107.888,1.38754,1.36944,deoxyribose,75.676,128.619,-152.01,,,-98.5032,160.314,144.009,-174.175,,,-95.3447,66.8329,-28.9832,41.9229,-38.1096,22.1433,3.78842,-157.358,42.673935255507246,295.0,156.3515530843302,157.358,67.358,174.175,84.17500000000001
EWALAR_45,pyrimidine,1.51923,102.206,,116.535,121.332,1.49957,1.41102,109.887,107.74,1.52352,102.116,111.214,,122.128,,1.52496,116.513,104.282,1.41842,112.495,1.49927,110.97,1.45493,110.313,1.43667,anti,-,anti,C3'-endo,gauche+,C,+,S,111.966,107.735,1.38932,1.36282,deoxyribose,155.595,146.146,-118.294,,,-156.425,93.8925,84.2698,47.1117,,,-153.907,-71.4841,2.67922,-24.3943,35.3898,-34.6012,20.3139,-160.489,37.22104167931486,120.0,14.164785091250595,160.489,70.489,47.1117,42.8883
EYOJUY_46,pyrimidine,1.51811,102.945,,116.693,121.655,1.48983,1.40583,110.854,107.241,1.51073,104.149,110.092,,121.643,,1.5252,116.402,105.911,1.45374,105.909,1.50784,111.705,1.44246,109.774,1.44174,anti,-,anti,C2'-endo,gauche+,C,+,S,114.096,107.694,1.42177,1.33335,deoxyribose,83.9514,121.112,-136.908,,,-100.282,146.104,143.599,68.1978,,,-94.1061,-52.0493,-13.698,26.9345,-29.2031,22.0132,-5.31806,-157.455,30.185909967394167,296.0,171.7240488277763,157.455,67.45500000000001,68.1978,21.8022
FEFMEK_48,pyrimidine,1.51856,102.723,,119.514,119.338,1.46502,1.42266,110.396,105.803,1.51504,103.447,106.679,,121.023,,1.53196,116.809,105.847,1.42601,110.842,1.51059,109.846,1.4509,109.379,1.42686,anti,-,anti,C2'-endo,gauche+,C,+,S,114.608,107.088,1.36468,1.39185,deoxyribose,84.2041,124.934,-142.136,,,-99.9801,150.356,146.016,53.7147,,,-91.9849,-66.4226,-19.4687,32.6124,-32.7661,22.0186,-1.70912,-120.717,34.659398507020846,153.0,164.52645802357884,120.717,30.717,53.7147,36.2853
FEFMEK_49,pyrimidine,1.52037,102.457,,119.544,119.657,1.47201,1.42301,109.859,106.293,1.514,103.675,106.78,,120.73,,1.54273,114.984,106.414,1.42462,111.345,1.51097,107.553,1.44164,110.326,1.42903,anti,-,anti,C2'-endo,gauche+,C,+,S,114.331,107.012,1.36975,1.38115,deoxyribose,86.8924,127.407,-144.779,,,-103.724,150.97,141.815,56.9781,,,-95.7215,-63.3565,-22.2101,33.1499,-30.7935,18.7398,2.05028,-121.501,34.02685434101492,153.0,158.23493264148408,121.501,31.501000000000005,56.9781,33.0219
FESCIQ_50,pyrimidine,1.52284,102.408,,121.835,119.031,1.4692,1.40727,110.148,106.29,1.52141,102.175,113.374,,119.126,,1.5282,115.552,106.449,1.42523,110.911,1.51479,110.374,1.44739,109.416,1.42625,anti,-,anti,C2'-endo,gauche+,C,+,S,113.086,108.462,1.39566,1.37289,deoxyribose,85.2714,120.303,-139.077,,,-96.614,151.352,142.261,52.166,,,-96.0476,-67.9204,-17.1896,32.4569,-34.1365,25.0777,-5.21226,-133.283,35.60250336791631,160.0,169.82167363736883,133.283,43.28299999999999,52.166,37.834
FESCIQ_51,pyrimidine,1.52724,101.354,,118.413,119.562,1.48639,1.43473,109.951,106.439,1.53973,102.481,113.7,,122.022,,1.51871,116.206,105.654,1.41398,111.406,1.51278,109.72,1.4532,110.269,1.39785,anti,-,anti,C2'-endo,gauche+,C,+,S,113.991,107.358,1.40545,1.35992,deoxyribose,83.4504,114.644,-134.98,,,-91.9941,149.06,146.072,54.0259,,,-91.3187,-66.1306,-12.5429,30.9094,-36.9078,30.6157,-11.6813,-140.857,37.66942659930849,160.0,179.39641168697108,140.857,50.857,54.0259,35.9741
FEVDEQ_52,pyrimidine,1.5178,104.455,,114.358,121.835,1.48323,1.42016,110.236,106.597,1.50839,104.687,108.735,,123.747,,1.52905,112.989,107.133,1.46156,110.845,1.51483,111.742,1.44375,109.527,1.44468,anti,-,anti,C2'-endo,trans,P,+,A,113.101,107.869,1.4275,1.36312,deoxyribose,95.5559,127.952,-141.676,,,-108.914,145.054,134.016,179.351,,,-105.273,60.0116,-19.9238,26.6805,-22.9551,11.7977,5.06757,-161.859,26.833126844965467,100.0,151.00615150775988,161.859,71.85900000000001,179.351,89.351
FEVDEQ_53,pyrimidine,1.5194,104.425,,114.507,121.981,1.48367,1.42792,110.405,106.482,1.50841,105.054,108.557,,123.465,,1.53342,113.33,106.822,1.45704,111.005,1.51072,111.962,1.44438,109.515,1.45122,anti,-,anti,C2'-endo,trans,P,+,A,113.15,107.93,1.42578,1.36405,deoxyribose,95.9839,128.287,-141.691,,,-109.073,144.887,133.779,179.306,,,-105.527,60.1475,-19.9113,26.4839,-22.821,11.621,5.18794,-162.235,26.684094297070303,100.0,150.7392194154468,162.235,72.23500000000001,179.306,89.30600000000001
FIHXID_54,pyrimidine,1.51166,101.742,,117.898,120.134,1.47341,1.42736,110.233,106.198,1.50702,104.632,111.542,,121.871,,1.52956,114.791,105.117,1.43704,107.717,1.49811,112.1,1.44502,109.743,1.41225,anti,-,anti,C2'-endo,gauche+,C,+,S,115.662,108.063,1.37303,1.37337,deoxyribose,83.1626,123.073,-145.187,,,-98.858,152.956,142.339,54.6287,,,-96.9841,-63.4683,-20.502,33.1044,-33.0179,21.8186,-0.872532,-102.568,35.11290852464277,295.0,163.24738441966093,102.568,12.567999999999998,54.6287,35.3713
